project_id,sector,agency,state,original_cost,land_acquisition_issue,forest_clearance_issue,contractor_delay,burn_rate_6m,phys_burn_rate_6m,target_cost_overrun_pct,target_time_overrun_months
102200,Transmission & Distribution,Unknown Agency,"Andhra Pradesh, Telangana",3546.94,0,0,0,333.66804659857644,10.509380399797351,-0.2610467597591324,-1
102201,Transmission & Distribution,Unknown Agency,"Arunachal Pradesh, Sikkim",4754.42,0,0,1,226.89749876611847,4.9179591893162815,14.894516884420506,23
102202,Transmission & Distribution,Unknown Agency,"Meghalaya, Mizoram, Nagaland, Tripura",5111.33,0,0,1,956.3027978114133,9.67073390184476,18.433493277344386,15
102203,Transmission & Distribution,Unknown Agency,"Bihar, Odisha, West Bengal",342.69,0,0,1,43.28266384571771,14.245159622034969,33.076397434877535,23
102204,Transmission & Distribution,Unknown Agency,"Bihar, Uttar Pradesh",2368.0,0,0,1,293.80118219879023,9.747289879650957,26.398862267569577,14
102205,Transmission & Distribution,Unknown Agency,"Bihar, West Bengal",408.94,0,0,0,78.91322484789606,13.561022451499952,0.8383481508190784,3
102206,Transmission & Distribution,Unknown Agency,"Gujarat, Maharashtra, Delhi",4546.26,1,1,1,999.4856786738649,8.84436440390271,55.72367063588524,58
102207,Transmission & Distribution,Unknown Agency,"Rajasthan, Delhi",331.0,0,1,1,49.7333871921865,9.436331987668485,44.65699032885534,24
102208,Transmission & Distribution,Unknown Agency,Rajasthan,2423.0,0,0,0,21.35625449046347,6.156978292987247,3.5146395642195714,-1
102209,Transmission & Distribution,Unknown Agency,"Gujarat, Maharashtra",24819.0,0,1,0,3168.0431767813825,16.748729200471743,8.653242935658387,8
102210,Transmission & Distribution,Unknown Agency,"Haryana, Punjab, Rajasthan",5969.0,1,0,0,770.7466315166275,9.445551287207948,44.01795471560831,12
102211,Transmission & Distribution,Unknown Agency,"Haryana, Rajasthan",5357.0,1,1,1,417.0016978377315,3.290533041437525,74.2711369694859,41
102212,Transmission & Distribution,Unknown Agency,"Karnataka, Maharashtra",1007.0,1,0,1,116.72958909502103,10.93186398529355,37.92680706078177,43
102213,Transmission & Distribution,Unknown Agency,"Karnataka, Telangana",1368.0,1,0,0,235.49868831041772,10.444296058242266,36.48183417552828,11
102214,Transmission & Distribution,Unknown Agency,"Madhya Pradesh, Rajasthan",2227.0,0,0,1,477.26634510867996,12.308149098245114,19.47515032388754,18
102215,Transmission & Distribution,Unknown Agency,"Madhya Pradesh, Rajasthan",3251.0,0,1,0,477.0392257900037,6.053107743459062,10.731161494348076,24
102216,Transmission & Distribution,Unknown Agency,"Madhya Pradesh, Rajasthan",5028.0,0,1,0,654.8430385152114,14.79534443557673,19.30612883743123,11
102217,Transmission & Distribution,Unknown Agency,"Rajasthan, Uttar Pradesh",25000.0,0,0,1,3574.2007785923306,8.305207673593955,9.813129258701265,18
102218,Transmission & Distribution,Unknown Agency,"Rajasthan, Uttar Pradesh",3271.0,1,0,0,463.82894138573226,13.004307656991973,24.97261624391685,25
102219,Transmission & Distribution,Unknown Agency,"Rajasthan, Uttar Pradesh",5846.0,0,0,0,998.4338006330554,12.87133925270225,-1.3041715761258152,0
102220,Transmission & Distribution,Unknown Agency,Rajasthan,428.3,0,0,0,91.92160499308821,16.96164998205885,3.3674545851134505,1
102221,Transmission & Distribution,Unknown Agency,Rajasthan,1910.0,1,1,1,5.040593545039137,1.1169584363118383,85.38909228235342,63
102222,Transmission & Distribution,Unknown Agency,Rajasthan,1160.0,0,0,0,110.70296776046791,16.503022591374034,1.2814083526536844,-1
102223,Transmission & Distribution,Unknown Agency,Rajasthan,4741.0,1,0,0,1000.3663084289667,11.333582368338789,23.692352826843965,20
102224,Transmission & Distribution,Unknown Agency,Rajasthan,3279.0,1,0,0,467.24628041070116,8.630012928218719,26.241762401751586,22
102225,Transmission & Distribution,Unknown Agency,Rajasthan,1382.0,0,1,0,76.34826142771772,8.747328716426892,4.837667776354888,5
102226,Transmission & Distribution,Unknown Agency,Rajasthan,369.0,0,0,0,67.10723162380994,12.42010412144424,-1.5179987156133103,0
102227,Transmission & Distribution,Unknown Agency,Rajasthan,2735.0,0,0,0,202.71035802484403,7.979813240585031,1.3542666445240052,0
102228,Transmission & Distribution,Unknown Agency,Rajasthan,404.0,1,0,0,37.250809164642575,4.9247383651544,19.13209609210144,20
102229,Transmission & Distribution,Unknown Agency,Tamil Nadu,548.0,1,1,0,85.76988710073101,11.127055554390445,37.736399184273665,46
102230,Transmission & Distribution,Unknown Agency,Uttar Pradesh,212.81,0,1,0,37.03890460102079,13.134828431900374,19.025735074503068,16
102231,Others,Unknown Agency,Telangana,644.0,0,0,0,41.00735572245583,9.59392459922249,1.4671722821238298,3
102232,Others,Unknown Agency,Delhi,209.88,0,0,1,8.897979458111678,10.13271300987276,25.439451532415468,13
102233,Others,Unknown Agency,Delhi,32850.0,0,1,0,1878.3715810515582,4.647608763340315,10.419814462406688,16
102234,Others,Unknown Agency,Gujarat,539.0,1,0,1,150.51678678573722,7.301024958795535,65.05359655639579,40
102235,Urban Public Transport,Unknown Agency,Uttarakhand,150.97,1,0,0,22.14076127888515,15.561925424686244,20.026894479807076,13
102236,Urban Public Transport,Unknown Agency,Bihar,13365.77,0,0,0,425.7013935419418,8.355889313440443,-0.6550503795529197,-1
102237,Urban Public Transport,Unknown Agency,Delhi,8399.81,0,1,0,1245.2022182611863,16.08280921131482,6.2961798439378915,15
102238,Urban Public Transport,Unknown Agency,Delhi,12014.91,0,0,1,2331.520155011669,10.05924585494023,23.8957942326716,18
102239,Urban Public Transport,Unknown Agency,Delhi,24948.65,0,0,0,4355.569032326021,12.042484680223204,4.609660211414484,1
102240,Urban Public Transport,Unknown Agency,Gujarat,12020.32,0,0,0,1689.0025670550185,17.17135017471624,1.9490908577206514,-1
102241,Roads & Highways,Unknown Agency,Gujarat,10773.0,0,0,0,372.3862288741202,5.799805586669677,4.091487240088314,0
102242,Urban Public Transport,Unknown Agency,Haryana,5452.72,0,0,0,739.2152343892576,13.261009997719881,2.771568199963397,1
102243,Urban Public Transport,Unknown Agency,Karnataka,15611.0,1,0,0,2292.7985302711304,15.481584461710021,16.609408584859498,16
102244,Urban Public Transport,Unknown Agency,Karnataka,26405.14,0,0,1,4275.137857531887,14.885718479270071,14.805251748057863,14
102245,Urban Public Transport,Unknown Agency,Karnataka,14788.1,0,0,1,2266.0860672294507,8.821947772177008,18.003104833680382,10
102246,Urban Public Transport,Unknown Agency,Kerala,1957.05,0,1,1,342.4185101427347,12.126908606108685,38.55501646994135,29
102247,Urban Public Transport,Unknown Agency,Madhya Pradesh,6941.4,0,0,0,741.0759846815929,10.576038834842926,2.845735245534854,-1
102248,Urban Public Transport,Unknown Agency,Madhya Pradesh,7500.8,0,0,1,583.1437182743839,7.564615584004855,18.120557135430275,16
102249,Urban Public Transport,Unknown Agency,Maharashtra,910.18,1,0,1,213.3741129374837,14.270614441826204,59.571010423905676,29
102250,Urban Public Transport,Unknown Agency,Maharashtra,2954.53,1,0,0,565.8432171148052,10.952953487240102,16.81743473717148,24
102251,Urban Public Transport,Unknown Agency,Maharashtra,12200.1,0,0,1,2318.1405502250673,11.441402110828609,26.1985908489651,23
102252,Urban Public Transport,Unknown Agency,Maharashtra,3626.24,0,1,0,612.2675426652033,12.023111714448497,14.380104430240982,14
102253,Urban Public Transport,Unknown Agency,Maharashtra,9857.85,1,0,0,1378.2774110624036,11.048960444953174,20.169198656077963,25
102254,Others,Unknown Agency,Maharashtra,262.76,0,0,0,32.902016491714335,11.767262149006662,-0.981115914244167,1
102255,Urban Public Transport,Unknown Agency,Maharashtra,600.0,0,0,0,16.57514091989401,6.604291361188558,1.31081805999752,0
102256,Urban Public Transport,Unknown Agency,Maharashtra,23136.0,1,0,0,1067.6752942146,1.6671353685498946,36.308197147275436,37
102257,Urban Public Transport,Unknown Agency,"Maharashtra, Delhi",6708.0,0,0,0,986.9770132916317,9.535538469942498,-1.7418646123519943,0
102258,Urban Public Transport,Unknown Agency,Haryana,6230.99,0,1,0,1497.137353891741,16.206694766010628,21.586333243204642,24
102259,Urban Public Transport,Unknown Agency,Tamil Nadu,63246.0,1,0,0,3404.0757521757873,6.2772237392508785,30.337629552928114,15
102260,Urban Public Transport,Unknown Agency,Uttar Pradesh,5801.05,0,0,0,1093.3644217445876,13.292046556118649,4.752951744156185,2
102261,Urban Public Transport,Unknown Agency,Uttar Pradesh,11076.48,1,0,0,382.0611528424023,2.265653837087288,22.53742400003019,33
102262,Others,Unknown Agency,Uttar Pradesh,8379.62,0,1,0,964.8659926510991,8.84010548843547,19.637994166525573,7
102263,Water Resources,Unknown Agency,Andhra Pradesh,172.22,0,0,0,18.463116217541724,15.141045924707413,1.3475905209642032,0
102264,Water Resources,Unknown Agency,Bihar,158.78,0,0,1,33.9570741176798,16.094198431704214,28.605178726685295,18
102265,Others,Unknown Agency,Delhi,210.0,0,0,0,26.762764500892956,13.303367829250682,3.023782565249091,1
102266,Water Resources,Unknown Agency,Haryana,278.01,1,0,0,40.85311910415464,11.389447593217596,49.0515347090057,27
102267,Water Resources,Unknown Agency,Jharkhand,216.55,0,1,0,32.45444043221901,12.526280913096876,16.928423943500725,7
102268,Water Resources,Unknown Agency,Jharkhand,159.31,1,0,1,4.186398505418641,2.061937572240931,40.17947913057671,50
102269,Others,Unknown Agency,Jharkhand,278.28,0,0,1,37.47124865525112,12.788679328325497,20.628711654018588,15
102270,Water Resources,Unknown Agency,Karnataka,162.73,0,0,0,15.910634370691142,8.54201005828395,-0.23049058614992113,3
102271,Others,Unknown Agency,Madhya Pradesh,287.17,0,0,1,30.614454115824742,11.34890645598238,33.73072938820892,12
102272,Others,Unknown Agency,Madhya Pradesh,191.56,0,0,0,11.267348561204074,7.182723057338478,0.9209737795524493,0
102273,Water Resources,Unknown Agency,Madhya Pradesh,402.01,1,1,0,109.86641333091683,16.407306095665454,44.04218363340624,34
102274,Water Resources,Unknown Agency,Maharashtra,194.2,0,0,1,21.68262965973014,7.047054005199092,16.298108714778973,21
102275,Water Resources,Unknown Agency,Maharashtra,204.55,0,0,0,15.234590565067577,7.816610398208397,0.8695269245703576,1
102276,Others,Unknown Agency,Maharashtra,235.95,1,0,0,59.93281663736241,14.18449690871526,44.949392866250214,15
102277,Water Resources,Unknown Agency,Maharashtra,180.24,0,0,0,26.978279178508352,9.747845310323918,4.0532486227930695,3
102278,Water Resources,Unknown Agency,Punjab,258.53,0,0,0,26.914059114676576,8.253142238569836,3.4171833182823397,-1
102279,Water Resources,Unknown Agency,Punjab,287.0,0,0,1,25.13176325725601,14.245217866806172,14.562753007137914,21
102280,Others,Unknown Agency,Uttar Pradesh,561.74,0,0,0,32.17095703134913,8.974919113339396,4.788613897094524,1
102281,Others,Unknown Agency,Uttar Pradesh,142.46,0,0,1,26.211533767777837,10.487202195565303,10.504784433090682,17
102282,Others,Unknown Agency,West Bengal,255.37,0,0,1,15.715823895759488,6.92510701662618,21.96056351074295,17
102283,Oil & Gas,Unknown Agency,Madhya Pradesh,1856.36,0,0,1,336.0919336114438,11.074875746862496,13.844113106386638,19
102284,Coal,Unknown Agency,Odisha,4103.0,0,0,1,724.8694084578337,12.005466574582933,20.933901514506303,14
102285,Coal,Unknown Agency,Odisha,1381.0,0,0,0,183.28783547764647,10.699538324929414,-1.8392992070664267,0
102286,Electricity Generation,Unknown Agency,Odisha,483.0,0,0,0,71.85861777199653,12.124515883385914,3.4457962634698074,3
102287,Education,Unknown Agency,Tamil Nadu,166.0,0,0,0,22.794936167912475,8.913564420247688,-0.5357222651674616,-1
102288,Education,Unknown Agency,Andhra Pradesh,305.0,0,0,0,62.52805416587212,17.962950826027736,0.06869480421012986,0
102289,Education,Unknown Agency,Arunachal Pradesh,592.61,0,0,0,118.21295049166338,12.705931646041979,3.776040233359467,2
102290,Others,Unknown Agency,Assam,153.71,0,0,1,37.08156256232286,14.739282793358356,25.5909024009678,19
102291,Education,Unknown Agency,Bihar,499.21,0,0,1,71.78372056088415,13.960962233083166,23.00883819324022,21
102292,Education,Unknown Agency,Chhattisgarh,1188.97,1,0,0,134.1652948565076,4.093573801851546,23.63722106735781,22
102293,Education,Unknown Agency,Delhi,333.49,0,0,1,42.04011515729201,16.47776400371935,30.6977247081094,16
102294,Education,Unknown Agency,Delhi,373.0,0,0,0,58.47771877018485,11.726596975294452,4.212917709475734,3
102323,Oil & Gas,Unknown Agency,Maharashtra,483.14,1,0,1,16.372090156701965,3.2632780563602997,38.15986338392375,39
102295,Education,Unknown Agency,Gujarat,490.63,1,0,0,75.88298690922801,11.111235647508245,30.648687484451074,23
102296,Education,Unknown Agency,Himachal Pradesh,392.51,0,0,0,81.80874386906162,11.500648302265901,0.32400783280026113,0
102297,Education,Unknown Agency,Himachal Pradesh,166.66,0,1,0,9.0561010193899,7.831193926535761,19.06829460608642,8
102298,Education,Unknown Agency,Himachal Pradesh,251.98,1,1,0,69.94878528054718,14.298201114749759,51.34346915727322,47
102299,Education,Unknown Agency,Delhi,424.93,1,0,0,61.06821501838044,11.532116989053392,37.074882354295475,19
102300,Education,Unknown Agency,Kerala,1006.45,0,0,0,110.66597714993463,10.305301259982286,1.5941376253437194,-1
102301,Others,Unknown Agency,Kerala,1527.0,0,0,0,151.68948922833067,9.366466717771772,4.651000973922013,1
102302,Education,Unknown Agency,Madhya Pradesh,496.28,0,0,0,37.900836023191005,8.460962909151576,3.673740092710613,2
102303,Education,Unknown Agency,Meghalaya,494.52,0,0,0,34.58795351930843,11.165313314400024,3.8389231581017906,1
102304,Others,Unknown Agency,Mizoram,474.23,0,0,0,30.643234008020272,9.47459276851211,4.682484421192072,1
102305,Education,Unknown Agency,Nagaland,275.63,0,0,0,25.73967936017712,11.57954094980363,1.7630257513419614,1
102306,Education,Unknown Agency,Odisha,1229.32,0,1,1,220.75170761278468,6.213558123770625,24.721738237538418,28
102307,Water Resources,Unknown Agency,Odisha,454.27,0,1,0,87.82944167492386,9.472370118491206,13.017149342234074,20
102308,Education,Unknown Agency,Odisha,198.97,1,1,1,29.352253385488808,4.016178884267867,54.5661636983476,62
102309,Education,Unknown Agency,Puducherry,618.34,0,1,0,129.39188803122005,15.22005112456793,13.78381133571594,25
102310,Others,Unknown Agency,Punjab,348.31,0,0,0,53.40559196029193,10.94239433678397,-1.3446379162374629,2
102311,Education,Unknown Agency,Punjab,210.99,1,0,1,2.9798266456410643,2.9541894425590574,55.011445469518975,53
102312,Education,Unknown Agency,Sikkim,314.06,0,0,0,53.20086732952163,15.936349724840866,0.09738898265998763,0
102313,Education,Unknown Agency,Sikkim,685.76,0,0,1,107.84506044007065,13.193184787380083,22.18577773478508,19
102314,Healthcare,Unknown Agency,Telangana,262.0,1,0,1,19.28389680299895,1.5758849385847733,44.604334303439146,48
102315,Others,Unknown Agency,Uttar Pradesh,246.0,0,1,0,33.413076496833895,11.451843319516204,18.326531005647798,16
102316,Education,Unknown Agency,Uttarakhand,650.85,1,0,0,133.7318494533842,13.461436774317235,33.35692683412105,32
102317,Education,Unknown Agency,West Bengal,500.0,1,1,0,12.090741582087059,7.703811625560579,25.361950746125757,24
102318,Oil & Gas,Unknown Agency,Manipur,906.47,0,0,0,116.31530191916272,8.886111375336064,-0.307889211367526,0
102319,Oil & Gas,Unknown Agency,Assam,156.36,1,1,0,30.185486347922314,15.447675559466543,46.07349009544604,46
102320,Others,Unknown Agency,Assam,384.04,0,1,0,30.97238331092865,10.665208269325959,17.748425066064673,19
102321,Others,Unknown Agency,Gujarat,356.86,0,0,1,47.685886187880556,13.881800397216374,20.060666609591543,18
102322,Electricity Generation,Unknown Agency,Maharashtra,281.35,0,0,1,46.635224352399575,14.15539221086826,30.328850091680614,17
102324,Oil & Gas,Unknown Agency,Mizoram,225.71,0,0,0,28.446850921136388,11.929268674888071,-1.6410042938411933,1
102325,Oil & Gas,Unknown Agency,"Andhra Pradesh, Odisha",2658.34,1,0,1,384.38652704714116,5.128263935469894,53.435462079933586,33
102326,Oil & Gas,Unknown Agency,"Jharkhand, Odisha, West Bengal",10228.0,1,0,0,1652.7455356809387,5.782057683640479,29.46292695583453,32
102327,Oil & Gas,Unknown Agency,"Gujarat, Haryana, Rajasthan",9028.0,0,0,0,1148.3124436278313,9.81250726976279,4.170764992113266,1
102328,Oil & Gas,Unknown Agency,Uttar Pradesh,10088.0,0,1,0,1195.856905157523,9.614676501277483,12.036707343221241,16
102329,Oil & Gas,Unknown Agency,"Karnataka, Tamil Nadu",678.0,0,0,0,65.33832683846015,15.177907635280036,1.1307222203447185,3
102330,Oil & Gas,Unknown Agency,Rajasthan,43129.0,0,0,1,8915.675450940551,16.848276146521613,26.069477518062932,14
102331,Oil & Gas,Unknown Agency,Rajasthan,461.05,0,0,0,26.5363391870859,5.779371028957357,3.06612343731783,2
102332,Others,Unknown Agency,Tamil Nadu,829.0,0,0,1,108.58723022519007,16.130753264587355,31.358780144531824,18
102333,Oil & Gas,Unknown Agency,Tripura,656.0,0,0,0,35.04861700284653,6.23436204838363,2.5384449857288853,1
102334,Oil & Gas,Unknown Agency,Uttar Pradesh,980.45,1,0,0,191.91056805712003,9.439471012231657,22.690571819340146,14
102335,Oil & Gas,Unknown Agency,Andhra Pradesh,34012.0,0,0,0,3279.0689872098046,10.599749779376538,2.6155610683468424,-1
102336,Oil & Gas,Unknown Agency,Andhra Pradesh,258.34,0,0,0,40.29841222066439,14.60015500953623,-0.40131442262635564,3
102337,Oil & Gas,Unknown Agency,Andhra Pradesh,160.0,0,1,0,20.60558980442442,6.326008348164347,21.27343658503258,21
102338,Oil & Gas,Unknown Agency,Assam,12366.0,0,0,0,540.4793645654772,6.587879671735166,0.6130278038055543,3
102339,Oil & Gas,Unknown Agency,Assam,682.9,0,0,0,31.459754899321638,5.670085209580563,-0.1788472493709754,-1
102340,Oil & Gas,Unknown Agency,Assam,412.3,0,0,0,23.453259955573117,8.279470245783443,3.900261942197538,0
102341,Others,Unknown Agency,Assam,430.76,0,0,0,62.95146053557819,8.84555728849255,3.94962995639259,2
102342,Others,Unknown Agency,Assam,635.28,0,0,0,100.15348452348775,14.112991403438649,2.9360494125599956,3
102343,Oil & Gas,Unknown Agency,Assam,495.59,0,0,0,63.238556085439996,10.49870832432952,4.361578934502894,-1
102344,Oil & Gas,Unknown Agency,Assam,277.0,0,0,1,40.168158029423125,10.88528132766291,29.875518287129676,10
102345,Oil & Gas,Unknown Agency,Assam,768.0,1,1,0,140.3275608049865,13.489991972856089,46.17594126301253,36
102346,Others,Unknown Agency,Assam,481.03,0,0,0,73.0535442137394,13.830757984745283,0.4713382463211375,1
102347,Others,Unknown Agency,Assam,198.7,0,1,1,57.77810648342482,10.381451008329591,36.4441501762184,36
102348,Electricity Generation,Unknown Agency,Assam,370.0,0,0,0,30.953932010462438,9.080115561275676,2.8477111167500464,-1
102349,Oil & Gas,Unknown Agency,Assam,293.5,0,0,0,45.776738633188074,9.920930093364703,3.0755279575263703,0
102350,Oil & Gas,Unknown Agency,Bihar,340.15,0,0,0,42.703961352734154,8.81268461120865,1.7385522758555099,0
102351,Oil & Gas,Unknown Agency,Bihar,14810.0,1,0,0,1302.647332582978,9.226696351522651,19.700445541208104,35
